session,subject,period,p,score,median,upper,ownmatch,bc,g,x,y,z,bcx,bcy,bcz,winner,winnerx,winnery,winnerz,numwinners,prize,prizex,prizey,prizez,topay,year,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,sex,mu,ResponseTimeBC
17,170004,6,0.69999999,37,37.044888,0,1,14,4,0,1,0,16,14,13,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
17,170004,3,0.69999999,37,37.044888,0,1,18,4,0,1,0,25,18,53,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7
17,170016,2,0.69999999,36,37.044888,0,1,15,4,0,0,1,20,69,15,0,1,0,0,1,0,6,0,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
17,170019,6,0.69999999,35,37.044888,0,1,16,4,1,0,0,16,14,13,0,0,0,1,1,0,0,0,6,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,2
17,170016,8,0.69999999,36,37.044888,0,1,3,4,0,0,1,5,6,3,1,0,0,1,1,6,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,64
17,170004,8,0.69999999,37,37.044888,0,1,6,4,0,1,0,5,6,3,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
17,170016,7,0.69999999,36,37.044888,0,1,13,4,0,0,1,8,9,13,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,7
17,170004,9,0.69999999,37,37.044888,0,1,3,4,0,1,0,1,3,3,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
17,170004,1,0.69999999,37,37.044888,0,1,20,4,0,1,0,33,20,23,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,24
17,170016,3,0.69999999,36,37.044888,0,1,53,4,0,0,1,25,18,53,0,1,0,0,1,0,6,0,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,4
17,170019,5,0.69999999,35,37.044888,0,1,23,4,1,0,0,23,19,20,0,0,1,0,1,0,0,6,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,11
17,170016,10,0.69999999,36,37.044888,0,1,1,4,0,0,1,1,1,1,1,1,1,1,3,2,2,2,2,19,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,3
17,170017,1,0.69999999,38,37.044888,1,1,30,5,0,0,1,39,60,30,1,0,0,1,1,6,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,42
17,170013,10,0.69999999,39,37.044888,1,1,14,5,0,1,0,0,14,15,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,59
17,170009,4,0.69999999,43,37.044888,1,1,13,5,1,0,0,13,9,14,0,0,1,0,1,0,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4
17,170013,9,0.69999999,39,37.044888,1,1,2,5,0,1,0,0,2,3,1,0,1,0,1,6,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,72
17,170013,3,0.69999999,39,37.044888,1,1,30,5,0,1,0,7,30,19,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,62
17,170013,1,0.69999999,39,37.044888,1,1,60,5,0,1,0,39,60,30,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,26
17,170017,5,0.69999999,38,37.044888,1,1,2,5,0,0,1,5,6,2,1,0,0,1,1,6,0,0,6,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,54
17,170013,5,0.69999999,39,37.044888,1,1,6,5,0,1,0,5,6,2,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,11
17,170009,3,0.69999999,43,37.044888,1,1,7,5,1,0,0,7,30,19,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,30
17,170009,9,0.69999999,43,37.044888,1,1,0,5,1,0,0,0,2,3,0,0,1,0,1,0,0,6,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,8
17,170017,9,0.69999999,38,37.044888,1,1,3,5,0,0,1,0,2,3,0,0,1,0,1,0,0,6,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,6
17,170009,5,0.69999999,43,37.044888,1,1,5,5,1,0,0,5,6,2,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,17
17,170013,8,0.69999999,39,37.044888,1,1,9,5,0,1,0,5,9,6,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,78
17,170017,4,0.69999999,38,37.044888,1,1,14,5,0,0,1,13,9,14,0,0,1,0,1,0,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,10
17,170017,8,0.69999999,38,37.044888,1,1,6,5,0,0,1,5,9,6,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1
17,170017,2,0.69999999,38,37.044888,1,1,30,5,0,0,1,25,53,30,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,16
17,170009,6,0.69999999,43,37.044888,1,1,1,5,1,0,0,1,100,0,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
17,170009,7,0.69999999,43,37.044888,1,1,13,5,1,0,0,13,0,26,1,1,0,0,1,6,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,51
17,170009,8,0.69999999,43,37.044888,1,1,5,5,1,0,0,5,9,6,1,1,0,0,1,6,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,18
17,170009,10,0.69999999,43,37.044888,1,1,0,5,1,0,0,0,14,15,1,1,0,0,1,6,6,0,0,35,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
17,170013,6,0.69999999,39,37.044888,1,1,100,5,0,1,0,1,100,0,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
17,170009,2,0.69999999,43,37.044888,1,1,25,5,1,0,0,25,53,30,1,1,0,0,1,6,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,12
17,170017,3,0.69999999,38,37.044888,1,1,19,5,0,0,1,7,30,19,1,0,0,1,1,6,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,18
17,170017,7,0.69999999,38,37.044888,1,1,26,5,0,0,1,13,0,26,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,43
17,170013,4,0.69999999,39,37.044888,1,1,9,5,0,1,0,13,9,14,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,74
17,170009,1,0.69999999,43,37.044888,1,1,39,5,1,0,0,39,60,30,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,23
17,170017,10,0.69999999,38,37.044888,1,1,15,5,0,0,1,0,14,15,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,36
17,170017,6,0.69999999,38,37.044888,1,1,0,5,0,0,1,1,100,0,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,18
17,170013,2,0.69999999,39,37.044888,1,1,53,5,0,1,0,25,53,30,0,1,0,0,1,0,6,0,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,28
17,170013,7,0.69999999,39,37.044888,1,1,0,5,0,1,0,13,0,26,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4
17,170018,5,0.69999999,24,37.044888,0,1,21,6,1,0,0,21,28,13,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,14
17,170003,9,0.69999999,37,37.044888,0,1,7,6,0,1,0,4,7,8,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20
17,170003,8,0.69999999,37,37.044888,0,1,12,6,0,1,0,11,12,10,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,17
17,170003,2,0.69999999,37,37.044888,0,1,1,6,0,1,0,45,1,21,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,14
17,170020,1,0.69999999,31,37.044888,0,1,5,6,0,0,1,20,25,5,1,0,0,1,1,6,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,21
17,170018,1,0.69999999,24,37.044888,0,1,20,6,1,0,0,20,25,5,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,6
17,170018,8,0.69999999,24,37.044888,0,1,11,6,1,0,0,11,12,10,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,80
17,170018,9,0.69999999,24,37.044888,0,1,4,6,1,0,0,4,7,8,1,1,0,0,1,6,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,85
17,170020,4,0.69999999,31,37.044888,0,1,32,6,0,0,1,33,25,32,0,0,1,0,1,0,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,6
17,170020,3,0.69999999,31,37.044888,0,1,54,6,0,0,1,15,27,54,0,0,1,0,1,0,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,10
17,170003,10,0.69999999,37,37.044888,0,1,3,6,0,1,0,2,3,5,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,20
17,170020,10,0.69999999,31,37.044888,0,1,5,6,0,0,1,2,3,5,0,1,0,0,1,0,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,1
17,170018,3,0.69999999,24,37.044888,0,1,15,6,1,0,0,15,27,54,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,88
17,170003,6,0.69999999,37,37.044888,0,1,17,6,0,1,0,14,17,19,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,30
17,170020,8,0.69999999,31,37.044888,0,1,10,6,0,0,1,11,12,10,1,0,0,1,1,6,0,0,6,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
17,170018,7,0.69999999,24,37.044888,0,1,9,6,1,0,0,9,22,18,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,1
17,170018,10,0.69999999,24,37.044888,0,1,2,6,1,0,0,2,3,5,1,1,0,0,1,6,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,88
17,170020,9,0.69999999,31,37.044888,0,1,8,6,0,0,1,4,7,8,0,1,0,0,1,0,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
17,170018,6,0.69999999,24,37.044888,0,1,14,6,1,0,0,14,17,19,1,1,0,0,1,6,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,9
17,170003,4,0.69999999,37,37.044888,0,1,25,6,0,1,0,33,25,32,1,0,1,0,1,6,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,35
17,170003,1,0.69999999,37,37.044888,0,1,25,6,0,1,0,20,25,5,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,15
17,170020,6,0.69999999,31,37.044888,0,1,19,6,0,0,1,14,17,19,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2
17,170020,7,0.69999999,31,37.044888,0,1,18,6,0,0,1,9,22,18,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,12
17,170020,5,0.69999999,31,37.044888,0,1,13,6,0,0,1,21,28,13,1,0,0,1,1,6,0,0,6,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,5
17,170003,3,0.69999999,37,37.044888,0,1,27,6,0,1,0,15,27,54,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,44
17,170018,4,0.69999999,24,37.044888,0,1,33,6,1,0,0,33,25,32,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,88
17,170003,5,0.69999999,37,37.044888,0,1,28,6,0,1,0,21,28,13,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,37
17,170020,2,0.69999999,31,37.044888,0,1,21,6,0,0,1,45,1,21,1,0,0,1,1,6,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,45
17,170003,7,0.69999999,37,37.044888,0,1,22,6,0,1,0,9,22,18,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,24
17,170018,2,0.69999999,24,37.044888,0,1,45,6,1,0,0,45,1,21,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,5
17,170011,9,0.69999999,44,37.044888,1,1,30,7,0,0,1,24,21,30,0,0,1,0,1,0,0,6,0,7,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
17,170008,5,0.69999999,45,37.044888,1,1,3,7,1,0,0,3,3,5,1,1,1,0,2,3,3,3,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10
17,170011,7,0.69999999,44,37.044888,1,1,100,7,0,0,1,1,69,100,0,0,1,0,1,0,0,6,0,7,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,19
17,170008,1,0.69999999,45,37.044888,1,1,36,7,1,0,0,36,22,56,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,46
17,170008,3,0.69999999,45,37.044888,1,1,20,7,1,0,0,20,7,20,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,7
17,170011,3,0.69999999,44,37.044888,1,1,20,7,0,0,1,20,7,20,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,10
17,170008,10,0.69999999,45,37.044888,1,1,12,7,1,0,0,12,13,37,0,0,1,0,1,0,0,6,0,13,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,6
17,170008,6,0.69999999,45,37.044888,1,1,1,7,1,0,0,1,1,1,1,1,1,1,3,2,2,2,2,13,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1
17,170011,1,0.69999999,44,37.044888,1,1,56,7,0,0,1,36,22,56,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,15
17,170010,5,0.69999999,40,37.044888,1,1,3,7,0,1,0,3,3,5,1,1,1,0,2,3,3,3,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,81
17,170008,8,0.69999999,45,37.044888,1,1,49,7,1,0,0,49,36,5,0,0,1,0,1,0,0,6,0,13,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,4
17,170010,8,0.69999999,40,37.044888,1,1,36,7,0,1,0,49,36,5,1,0,1,0,1,6,0,6,0,43,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,83
17,170011,6,0.69999999,44,37.044888,1,1,1,7,0,0,1,1,1,1,1,1,1,1,3,2,2,2,2,7,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
17,170011,10,0.69999999,44,37.044888,1,1,37,7,0,0,1,12,13,37,0,0,1,0,1,0,0,6,0,7,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,11
17,170010,9,0.69999999,40,37.044888,1,1,21,7,0,1,0,24,21,30,1,0,1,0,1,6,0,6,0,49,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,84
17,170008,7,0.69999999,45,37.044888,1,1,1,7,1,0,0,1,69,100,0,0,1,0,1,0,0,6,0,13,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,16
17,170010,3,0.69999999,40,37.044888,1,1,7,7,0,1,0,20,7,20,1,0,1,0,1,6,0,6,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,83
17,170010,1,0.69999999,40,37.044888,1,1,22,7,0,1,0,36,22,56,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,24
17,170010,6,0.69999999,40,37.044888,1,1,1,7,0,1,0,1,1,1,1,1,1,1,3,2,2,2,2,31,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,83
17,170010,10,0.69999999,40,37.044888,1,1,13,7,0,1,0,12,13,37,1,0,1,0,1,6,0,6,0,55,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,83
17,170010,2,0.69999999,40,37.044888,1,1,10,7,0,1,0,31,10,40,1,0,1,0,1,6,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,30
17,170008,4,0.69999999,45,37.044888,1,1,6,7,1,0,0,6,6,10,1,1,1,0,2,3,3,3,0,8,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,13
17,170008,9,0.69999999,45,37.044888,1,1,24,7,1,0,0,24,21,30,0,0,1,0,1,0,0,6,0,13,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2
17,170010,4,0.69999999,40,37.044888,1,1,6,7,0,1,0,6,6,10,1,1,1,0,2,3,3,3,0,26,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,82
17,170011,2,0.69999999,44,37.044888,1,1,40,7,0,0,1,31,10,40,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,14
17,170011,4,0.69999999,44,37.044888,1,1,10,7,0,0,1,6,6,10,0,1,1,0,2,0,3,3,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3
17,170008,2,0.69999999,45,37.044888,1,1,31,7,1,0,0,31,10,40,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,3
