session,subject,period,p,score,median,upper,ownmatch,bc,g,x,y,z,bcx,bcy,bcz,winner,winnerx,winnery,winnerz,numwinners,prize,prizex,prizey,prizez,topay,year,p1,p2,p3,p4,p5,p6,p7,p8,p9,p10,p11,p12,p13,p14,p15,p16,p17,p18,p19,p20,p21,p22,p23,p24,p25,p26,p27,p28,p29,p30,p31,p32,p33,p34,p35,p36,p37,p38,p39,p40,p41,p42,p43,p44,p45,p46,p47,p48,p49,p50,p51,p52,p53,p54,p55,p56,p57,p58,p59,p60,p61,p62,p63,p64,p65,p66,p67,p68,sex,mu,ResponseTimeBC
12,120018,6,0.69999999,39,41.022011,0,0,19,6,0,1,0,6,19,27,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,5
12,120016,4,0.69999999,39,41.022011,0,0,33,6,1,0,0,33,91,100,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,43
12,120009,3,0.69999999,41,41.022011,1,0,0,6,0,0,1,32,47,0,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,6
12,120007,3,0.69999999,34,41.022011,0,0,6,7,0,0,1,23,12,6,0,0,1,0,1,0,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,30
12,120019,2,0.69999999,45,41.022011,1,0,20,7,1,0,0,20,34,9,1,1,0,0,1,6,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,1
12,120019,3,0.69999999,45,41.022011,1,0,23,7,1,0,0,23,12,6,0,0,1,0,1,0,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,60
12,120015,6,0.69999999,41,41.022011,1,0,14,7,0,1,0,2,14,1,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,9
12,120007,8,0.69999999,34,41.022011,0,0,0,7,0,0,1,2,1,0,0,0,1,0,1,0,0,6,0,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,10
12,120019,9,0.69999999,45,41.022011,1,0,1,7,1,0,0,1,1,0,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,10
12,120019,1,0.69999999,45,41.022011,1,0,32,7,1,0,0,32,42,14,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,96
12,120019,4,0.69999999,45,41.022011,1,0,11,7,1,0,0,11,12,6,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,31
12,120019,7,0.69999999,45,41.022011,1,0,6,7,1,0,0,6,2,2,0,0,1,1,2,0,0,3,3,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,24
12,120007,2,0.69999999,34,41.022011,0,0,9,7,0,0,1,20,34,9,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,38
12,120007,6,0.69999999,34,41.022011,0,0,1,7,0,0,1,2,14,1,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,39
12,120007,7,0.69999999,34,41.022011,0,0,2,7,0,0,1,6,2,2,1,0,1,1,2,3,0,3,3,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,48
12,120015,7,0.69999999,41,41.022011,1,0,2,7,0,1,0,6,2,2,1,0,1,1,2,3,0,3,3,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,84
12,120007,1,0.69999999,34,41.022011,0,0,14,7,0,0,1,32,42,14,1,0,0,1,1,6,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,5
12,120015,3,0.69999999,41,41.022011,1,0,12,7,0,1,0,23,12,6,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,1
12,120007,4,0.69999999,34,41.022011,0,0,6,7,0,0,1,11,12,6,1,0,0,1,1,6,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,25
12,120019,8,0.69999999,45,41.022011,1,0,2,7,1,0,0,2,1,0,0,0,1,0,1,0,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,4
12,120007,10,0.69999999,34,41.022011,0,0,0,7,0,0,1,0,0,0,1,1,1,1,3,2,2,2,2,28,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,7
12,120015,4,0.69999999,41,41.022011,1,0,12,7,0,1,0,11,12,6,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,21
12,120019,10,0.69999999,45,41.022011,1,0,0,7,1,0,0,0,0,0,1,1,1,1,3,2,2,2,2,19,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,3
12,120007,9,0.69999999,34,41.022011,0,0,0,7,0,0,1,1,1,0,1,0,0,1,1,6,0,0,6,26,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,47
12,120015,10,0.69999999,41,41.022011,1,0,0,7,0,1,0,0,0,0,1,1,1,1,3,2,2,2,2,28,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,84
12,120015,2,0.69999999,41,41.022011,1,0,34,7,0,1,0,20,34,9,0,1,0,0,1,0,6,0,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,18
12,120015,8,0.69999999,41,41.022011,1,0,1,7,0,1,0,2,1,0,1,0,1,0,1,6,0,6,0,26,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,81
12,120019,5,0.69999999,45,41.022011,1,0,100,7,1,0,0,100,4,2,0,0,1,0,1,0,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,4
12,120015,1,0.69999999,41,41.022011,1,0,42,7,0,1,0,32,42,14,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,2
12,120007,5,0.69999999,34,41.022011,0,0,2,7,0,0,1,100,4,2,0,0,1,0,1,0,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,28
12,120015,5,0.69999999,41,41.022011,1,0,4,7,0,1,0,100,4,2,1,0,1,0,1,6,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,70
12,120015,9,0.69999999,41,41.022011,1,0,1,7,0,1,0,1,1,0,0,0,0,1,1,0,0,0,6,26,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,81
12,120019,6,0.69999999,45,41.022011,1,0,2,7,1,0,0,2,14,1,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,2
12,120021,5,0.69999999,31,41.022011,0,0,14,8,0,1,0,100,14,8,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,52
12,120003,6,0.69999999,47,41.022011,1,0,18,8,0,0,1,8,19,18,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,5
12,120021,6,0.69999999,31,41.022011,0,0,19,8,0,1,0,8,19,18,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,49
12,120024,9,0.69999999,40,41.022011,0,0,7,8,1,0,0,7,10,12,1,1,0,0,1,6,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,1
12,120003,9,0.69999999,47,41.022011,1,0,12,8,0,0,1,7,10,12,0,1,0,0,1,0,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,1
12,120021,3,0.69999999,31,41.022011,0,0,13,8,0,1,0,20,13,12,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,67
12,120021,10,0.69999999,31,41.022011,0,0,4,8,0,1,0,4,4,4,1,1,1,1,3,2,2,2,2,13,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,17
12,120021,7,0.69999999,31,41.022011,0,0,37,8,0,1,0,6,37,20,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,17
12,120024,2,0.69999999,40,41.022011,0,0,45,8,1,0,0,45,40,12,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,11
12,120024,5,0.69999999,40,41.022011,0,0,100,8,1,0,0,100,14,8,0,0,1,0,1,0,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,7
12,120024,1,0.69999999,40,41.022011,0,0,72,8,1,0,0,72,78,28,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,5
12,120003,3,0.69999999,47,41.022011,1,0,12,8,0,0,1,20,13,12,1,0,0,1,1,6,0,0,6,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,7
12,120021,9,0.69999999,31,41.022011,0,0,10,8,0,1,0,7,10,12,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,15
12,120003,2,0.69999999,47,41.022011,1,0,12,8,0,0,1,45,40,12,1,0,0,1,1,6,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,5
12,120021,1,0.69999999,31,41.022011,0,0,78,8,0,1,0,72,78,28,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,20
12,120003,5,0.69999999,47,41.022011,1,0,8,8,0,0,1,100,14,8,0,0,1,0,1,0,0,6,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,9
12,120021,8,0.69999999,31,41.022011,0,0,18,8,0,1,0,10,18,15,0,1,0,0,1,0,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,2
12,120021,4,0.69999999,31,41.022011,0,0,25,8,0,1,0,11,25,7,0,1,0,0,1,0,6,0,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,35
12,120003,4,0.69999999,47,41.022011,1,0,7,8,0,0,1,11,25,7,0,1,0,0,1,0,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,3
12,120024,4,0.69999999,40,41.022011,0,0,11,8,1,0,0,11,25,7,1,1,0,0,1,6,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,3
12,120024,10,0.69999999,40,41.022011,0,0,4,8,1,0,0,4,4,4,1,1,1,1,3,2,2,2,2,31,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,3
12,120024,3,0.69999999,40,41.022011,0,0,20,8,1,0,0,20,13,12,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,8
12,120003,7,0.69999999,47,41.022011,1,0,20,8,0,0,1,6,37,20,1,0,0,1,1,6,0,0,6,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,8
12,120003,8,0.69999999,47,41.022011,1,0,15,8,0,0,1,10,18,15,0,1,0,0,1,0,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,9
12,120003,1,0.69999999,47,41.022011,1,0,28,8,0,0,1,72,78,28,1,0,0,1,1,6,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,45
12,120003,10,0.69999999,47,41.022011,1,0,4,8,0,0,1,4,4,4,1,1,1,1,3,2,2,2,2,31,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,0
12,120024,7,0.69999999,40,41.022011,0,0,6,8,1,0,0,6,37,20,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,9
12,120024,8,0.69999999,40,41.022011,0,0,10,8,1,0,0,10,18,15,1,1,0,0,1,6,6,0,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,5
12,120021,2,0.69999999,31,41.022011,0,0,40,8,0,1,0,45,40,12,0,0,0,1,1,0,0,0,6,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,6
12,120024,6,0.69999999,40,41.022011,0,0,8,8,1,0,0,8,19,18,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,1
13,130004,9,0.69999999,41,41.024483,1,0,2,1,0,1,0,2,2,4,1,1,1,0,2,3,3,3,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,88
13,130015,2,0.69999999,40,41.024483,0,0,23,1,0,0,1,24,18,23,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,73
13,130015,3,0.69999999,40,41.024483,0,0,7,1,0,0,1,5,10,7,0,1,0,0,1,0,6,0,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,20
13,130015,9,0.69999999,40,41.024483,0,0,4,1,0,0,1,2,2,4,0,1,1,0,2,0,3,3,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,88
13,130004,4,0.69999999,41,41.024483,1,0,1,1,0,1,0,100,1,2,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,37
13,130004,2,0.69999999,41,41.024483,1,0,18,1,0,1,0,24,18,23,1,0,1,0,1,6,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,27
13,130006,2,0.69999999,44,41.024483,1,0,24,1,1,0,0,24,18,23,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,34
13,130015,1,0.69999999,40,41.024483,0,0,35,1,0,0,1,55,34,35,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,5
13,130015,8,0.69999999,40,41.024483,0,0,6,1,0,0,1,7,5,6,0,0,1,0,1,0,0,6,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,70
13,130015,4,0.69999999,40,41.024483,0,0,2,1,0,0,1,100,1,2,1,0,0,1,1,6,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,71
13,130015,10,0.69999999,40,41.024483,0,0,14,1,0,0,1,3,13,14,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,68
13,130006,7,0.69999999,44,41.024483,1,0,2,1,1,0,0,2,2,25,1,1,1,0,2,3,3,3,0,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,1
13,130015,7,0.69999999,40,41.024483,0,0,25,1,0,0,1,2,2,25,0,1,1,0,2,0,3,3,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,78
13,130006,6,0.69999999,44,41.024483,1,0,6,1,1,0,0,6,9,7,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,4
13,130004,1,0.69999999,41,41.024483,1,0,34,1,0,1,0,55,34,35,1,0,1,0,1,6,0,6,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,44
13,130004,7,0.69999999,41,41.024483,1,0,2,1,0,1,0,2,2,25,1,1,1,0,2,3,3,3,0,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,88
13,130006,3,0.69999999,44,41.024483,1,0,5,1,1,0,0,5,10,7,1,1,0,0,1,6,6,0,0,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,39
13,130004,5,0.69999999,41,41.024483,1,0,20,1,0,1,0,35,20,13,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,78
13,130006,5,0.69999999,44,41.024483,1,0,35,1,1,0,0,35,20,13,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,6
13,130006,10,0.69999999,44,41.024483,1,0,3,1,1,0,0,3,13,14,1,1,0,0,1,6,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,26
13,130004,6,0.69999999,41,41.024483,1,0,9,1,0,1,0,6,9,7,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,86
13,130006,4,0.69999999,44,41.024483,1,0,100,1,1,0,0,100,1,2,0,0,0,1,1,0,0,0,6,11,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,39
13,130015,6,0.69999999,40,41.024483,0,0,7,1,0,0,1,6,9,7,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,86
13,130004,3,0.69999999,41,41.024483,1,0,10,1,0,1,0,5,10,7,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,82
13,130015,5,0.69999999,40,41.024483,0,0,13,1,0,0,1,35,20,13,1,0,0,1,1,6,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,91
13,130006,8,0.69999999,44,41.024483,1,0,7,1,1,0,0,7,5,6,0,0,1,0,1,0,0,6,0,20,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,1
13,130006,9,0.69999999,44,41.024483,1,0,2,1,1,0,0,2,2,4,1,1,1,0,2,3,3,3,0,23,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,2
13,130004,10,0.69999999,41,41.024483,1,0,13,1,0,1,0,3,13,14,0,1,0,0,1,0,6,0,0,29,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,77
13,130006,1,0.69999999,44,41.024483,1,0,55,1,1,0,0,55,34,35,0,0,1,0,1,0,0,6,0,5,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.66666669,4
13,130004,8,0.69999999,41,41.024483,1,0,5,1,0,1,0,7,5,6,1,0,1,0,1,6,0,6,0,26,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.66666669,86
13,130019,4,0.69999999,35,41.024483,0,0,9,2,1,0,0,9,22,14,1,1,0,0,1,6,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,30
13,130019,9,0.69999999,35,41.024483,0,0,3,2,1,0,0,3,0,1,0,0,0,1,1,0,0,0,6,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,1
13,130016,3,0.69999999,40,41.024483,0,0,34,2,0,1,0,12,34,5,0,1,0,0,1,0,6,0,0,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0.33333334,86
13,130019,7,0.69999999,35,41.024483,0,0,6,2,1,0,0,6,2,2,0,0,1,1,2,0,0,3,3,17,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.33333334,19
